"","siren_nic","code_attraction_centre","code_commune_geo","name_commune_src_attr","name_attraction_centre","category_attraction_centre","code_region","name_region","code_department","code_commune_geo.y","name_commune","population_commune","latitude","longitude","siren.x","nic.x","siret","date_creation","year_workforce_record_update","date_latest_update","headquarter","date_creation_legal_unit","category","legal_shop_name","acronym_shop","popular_name_1","popular_name_2","popular_name_3","owner_gender","owner_lastname","owner_lastname_chosen","owner_firstname_1","owner_firstname_2","owner_firstname_3","owner_firstname_4","owner_firstname_used","owner_pseudonym","apen_code","rna_registration_code","social_category","workforce_category","year_workforce_survey","nic_centralized","date_sirene_last_update","category_business","year_category_survey","shop_address_complement_1","name_commune_src_etab","shop_address_complement_2","franchise_1","franchise_2","franchise_3","shop_name_public","shop_address_1","shop_address_2","population_attr_centre","siren.y","nic.y","franchise","carte_blanche","itelis","kalixia","sante_clair","seveane","promotion","audio_service","image date","website"
"198","50053091024","605","56013","Belz","Belz",11,"53","Bretagne","56","013","Belz",3767,47.6719818192,-3.16245947522,500530910,24,5.00531e+13,"01-12-2007",NA,2017-05-02 08:39:33,FALSE,"01-12-2007",5499,"LALOPTIC BELZ",NA,"OPTIQUE DE LA RIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"NN",NA,16,2020-12-18 11:08:13,"PME",2019,NA,"BELZ",NA,"LALOPTIC",NA,NA,NA," RUE DU STADE 56550","  ",5927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","50141803214","565","69006","Amplepuis","Amplepuis",11,"84","Auvergne-Rhône-Alpes","69","006","Amplepuis",5097,45.9651984924,4.32676291669,501418032,14,5.01418e+13,"02-01-2008",2019,2021-10-27 08:03:13,TRUE,"02-01-2008",5499,"I.D. OPTIQUE",NA,"I & D OPTICIENS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,14,2021-10-27 08:03:13,"PME",2019,NA,"AMPLEPUIS",NA,NA,NA,NA,NA,"10 PL GENERAL DE GAULLE 69550","  ",6998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","50150311432","563","58059","La Charité-sur-Loire","La Charité-sur-Loire",11,"27","Bourgogne-Franche-Comté","58","059","La Charité-sur-Loire",4972,47.1835862006,3.02885515594,501503114,32,5.01503e+13,"18-12-2016",2019,2021-10-27 08:03:24,TRUE,"14-12-2007",5710,"DHOMPS OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,32,2021-10-27 08:03:24,"PME",2019,NA,"LA CHARITE-SUR-LOIRE",NA,NA,NA,NA,NA,"91 RUE CAMILLE BARRERE 58400","  ",7021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","50236477119","547","62364","Fruges","Fruges",11,"32","Hauts-de-France","62","364","Fruges",2611,50.5130111281,2.1230697319,502364771,19,5.02365e+13,"01-03-2008",2019,2021-10-27 08:05:20,FALSE,"01-03-2008",5499,"GHL",NA,"KIAVUE OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,35,2021-10-27 08:05:20,"PME",2019,NA,"FRUGES",NA,"OPTIQUE GREGOIRE",NA,NA,"OPTIQUE GREGOIRE","32 B RUE DU FOUR 62310","  ",7887,"502364771","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","50236477135","547","62364","Fruges","Fruges",11,"32","Hauts-de-France","62","364","Fruges",2611,50.5130111281,2.1230697319,502364771,35,5.02365e+13,"13-10-2017",NA,2021-02-23 14:13:28,TRUE,"01-03-2008",5499,"GHL",NA,"KIAVUE OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,35,2021-10-27 08:05:20,"PME",2019,NA,"FRUGES",NA,NA,NA,NA,NA,"32 PL DU GENERAL DE GAULLE 62310","  ",7887,"502364771","35",NA,0,0,0,0,1,NA,1,2019-04-01,"https://www.optique-gregoire.fr/"
"203","50322860326","587","66016","Banyuls-sur-Mer","Banyuls-sur-Mer",11,"76","Occitanie","66","016","Banyuls-sur-Mer",4838,42.4614750255,3.09989653778,503228603,26,5.03229e+13,"01-01-2009",NA,2019-11-14 14:00:52,FALSE,"01-04-2008",5499,"CAMP BANYULS",NA,"OPTIQUE COTE VERMEILLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,18,2021-10-27 08:06:52,"PME",2019,NA,"BANYULS-SUR-MER",NA,NA,NA,NA,NA,"19 RUE SAINT PIERRE 66650","  ",6210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","50322860334","587","66016","Banyuls-sur-Mer","Banyuls-sur-Mer",11,"76","Occitanie","66","016","Banyuls-sur-Mer",4838,42.4614750255,3.09989653778,503228603,34,5.03229e+13,"01-10-2009",2019,2021-10-27 08:06:52,FALSE,"01-04-2008",5499,"CAMP BANYULS",NA,"OPTIQUE COTE VERMEILLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,18,2021-10-27 08:06:52,"PME",2019,NA,"BANYULS-SUR-MER",NA,"OPTIQUE COTE VERMEILLE",NA,NA,NA,"2 AV DE LA REPUBLIQUE 66650","  ",6210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","50385155211","548","55463","Saint-Mihiel","Saint-Mihiel",11,"44","Grand Est","55","463","Saint-Mihiel",4187,48.8912948587,5.58243236203,503851552,11,5.03852e+13,"21-04-2008",2019,2021-10-27 08:07:57,TRUE,"21-04-2008",5499,"BOHEC MEUSE OPTIC",NA,"BOHEC MEUSE OPTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,11,2021-10-27 08:07:57,"PME",2019,NA,"SAINT-MIHIEL",NA,NA,NA,NA,NA,"18 RUE DU GENERAL PERSHING 55300","  ",7549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","50421756331","567","56186","Quiberon","Quiberon",11,"53","Bretagne","56","186","Quiberon",4834,47.4881657518,-3.12282400639,504217563,31,5.04218e+13,"09-04-2016",2019,2021-10-27 08:08:33,FALSE,"15-05-2008",5499,"DELBAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","1",2019,23,2021-10-27 08:08:33,"PME",2019,NA,"QUIBERON",NA,"OPTIQUE DE LA PRESQU'ILE",NA,NA,"SARL DELBAR","22 PL HOCHE 56170","  ",6932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","50451964621","640","38399","Saint-Jean-de-Bournay","Saint-Jean-de-Bournay",11,"84","Auvergne-Rhône-Alpes","38","399","Saint-Jean-de-Bournay",4699,45.4982631773,5.14748470946,504519646,21,5.0452e+13,"01-12-2009",2019,2021-10-27 08:09:03,FALSE,"29-05-2008",5499,"IDA OPTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"3",2019,13,2021-10-27 08:09:03,"PME",2019,NA,"SAINT-JEAN-DE-BOURNAY",NA,"KRYS AUDITION",NA,NA,NA,"76 RUE DE LA REPUBLIQUE 38440","  ",4699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","50463138324","476","59400","Merville","Merville",11,"32","Hauts-de-France","59","400","Merville",9811,50.6449293889,2.63582653422,504631383,24,5.04631e+13,"16-08-2012",NA,2021-02-23 14:17:44,TRUE,"16-06-2008",5499,"OPTIC BAILLY",NA,"OPTIC BAILLY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,NA,NA,24,2020-07-09 10:45:15,"PME",2019,NA,"MERVILLE",NA,NA,NA,NA,NA,"50  GRAND PLACE 59660","  ",9811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","50529418127","606","82013","Beaumont-de-Lomagne","Beaumont-de-Lomagne",11,"76","Occitanie","82","013","Beaumont-de-Lomagne",3933,43.876728355,1.01059588806,505294181,27,5.05294e+13,"18-04-2014",2019,2021-10-27 08:10:27,TRUE,"10-06-2008",5499,"OPTIQUE DUILHE-JOURDAIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,27,2021-10-27 08:10:27,"PME",2019,NA,"BEAUMONT-DE-LOMAGNE",NA,NA,NA,NA,NA,"2 RUE PIERRE FERMAT 82500","  ",5861,"505294181","27","optic 2000",0,0,0,0,0,NA,0,2021-04-30,"https://opticiens.optic2000.com/opticien-beaumont-de-lomagne-82500-2262"
"210","50722013551","643","14342","Isigny-sur-Mer","Isigny-sur-Mer",11,"28","Normandie","14","342","Isigny-sur-Mer",3684,49.305761488,-1.10256916512,507220135,51,5.0722e+13,"01-07-2007",2019,2021-10-27 08:10:41,FALSE,"01-01-1964",5710,"OPTIQUE JEGOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,10,2021-10-27 08:10:41,"PME",2019,NA,"ISIGNY-SUR-MER",NA,"ATOL",NA,NA,NA,"6 RUE DES RELIGIEUSES 14230","  ",4612,"507220135","51","lissac",1,1,1,0,0,NA,0,NA,"http://www.lissac-opticien-isigny.gbsavac.com/"
"211","50765201430","646","67324","Niederbronn-les-Bains","Niederbronn-les-Bains",11,"44","Grand Est","67","324","Niederbronn-les-Bains",4488,48.9638157112,7.63986093383,507652014,30,5.07652e+13,"01-08-2020",NA,2020-08-25 10:34:03,TRUE,"01-06-2008",5499,"LES CUIRASSIERS",NA,"OPTIQUE DES CUIRASSIERS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","1",2019,30,2021-10-27 08:11:10,"PME",2019,NA,"NIEDERBRONN-LES-BAINS",NA,NA,NA,NA,NA,"4 RUE DU DOCTEUR MUNSCH 67110","  ",4488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","50767545219","616","32462","Vic-Fezensac","Vic-Fezensac",11,"76","Occitanie","32","462","Vic-Fezensac",3558,43.762029942,0.297842185088,507675452,19,5.07675e+13,"01-07-2008",2019,2021-10-27 08:11:13,TRUE,"01-07-2008",5499,"SARL GASCOGNE OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,19,2021-10-27 08:11:13,"PME",2019,NA,"VIC-FEZENSAC",NA,NA,NA,NA,NA,"2 CRS ALBERT DELUCQ 32190","  ",5396,"507675452","19",NA,0,0,0,0,0,NA,0,2019-09-01,"http://www.gascogne-optique.fr/"
"213","50848765915","594","64499","Salies-de-Béarn","Salies-de-Béarn",11,"75","Nouvelle-Aquitaine","64","499","Salies-de-Béarn",4770,43.4683239252,-0.917789447505,508487659,15,5.08488e+13,"01-10-2008",2019,2021-10-27 08:12:38,FALSE,"01-10-2008",5499,"EURL CAZEMAJOR MARC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,23,2021-10-27 08:12:38,"PME",2019,NA,"SALIES-DE-BEARN",NA,"OPTIQUE DU BAYAA",NA,NA,NA," PL DU BAYAA 64270","  ",6078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","50848765923","594","64499","Salies-de-Béarn","Salies-de-Béarn",11,"75","Nouvelle-Aquitaine","64","499","Salies-de-Béarn",4770,43.4683239252,-0.917789447505,508487659,23,5.08488e+13,"27-05-2019",NA,2020-06-25 04:13:26,TRUE,"01-10-2008",5499,"EURL CAZEMAJOR MARC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,23,2021-10-27 08:12:38,"PME",2019,NA,"SALIES-DE-BEARN",NA,"OPTIQUE DU BAYAA",NA,NA,NA,"3 BD DE LA CLABOTTE 64270","  ",6078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","50853576219","660","51559","Suippes","Suippes",11,"44","Grand Est","51","559","Suippes",3960,49.125439853,4.52591673692,508535762,19,5.08536e+13,"15-10-2008",NA,2019-11-19 08:36:09,TRUE,"15-10-2008",1000,NA,NA,"OPTI SUIPPES",NA,NA,"M","HANNEDOUCHE",NA,"GREGOIRE",NA,NA,NA,"GREGOIRE",NA,"47.78A",NA,NA,"NN",NA,19,2019-11-19 08:36:09,"PME",2019,NA,"SUIPPES",NA,"OPTI SUIPPES",NA,NA,NA,"1 RUE BUIRETTE GAULARD 51600","  ",3960,"508535762","19",NA,0,0,0,0,0,NA,0,2018-01-01,NA
"216","50859817411","602","53271","Villaines-la-Juhel","Villaines-la-Juhel",11,"52","Pays de la Loire","53","271","Villaines-la-Juhel",2851,48.3394105228,-0.292005010106,508598174,11,5.08598e+13,"03-11-2008",2019,2021-10-27 08:12:49,TRUE,"03-11-2008",5499,"L.G.B.G.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,11,2021-10-27 08:12:49,"PME",2019,"CENTRE COMMERCIAL SUPER U","VILLAINES-LA-JUHEL",NA,"OPTIC 2000",NA,NA,NA," RTE DU MANS 53700","  ",5816,"508598174","11","optic 2000",1,0,1,1,1,NA,0,2017-12-01,"https://opticiens.optic2000.com/opticien-villaines-la-juhel-53700-2294"
"217","50862413724","570","67281","Marckolsheim","Marckolsheim",11,"44","Grand Est","67","281","Marckolsheim",4215,48.1496222393,7.56101805973,508624137,24,5.08624e+13,"31-08-2011",2019,2021-10-27 08:12:52,TRUE,"01-10-2008",5710,"NAZO SAS",NA,"OPTIC BUREL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,24,2021-10-27 08:12:52,"PME",2019,"C.CIAL SUPER U","MARCKOLSHEIM",NA,NA,NA,NA,NA,"14 AV DE L EUROPE 67390","  ",6723,"508624137","24",NA,0,0,0,0,0,NA,1,2020-01-01,"https://www.opticburel.fr/?utm_source=Google&utm_medium=My%20Business"
"218","50882263224","521","46309","Souillac","Souillac",11,"76","Occitanie","46","309","Souillac",3676,44.9069531608,1.46396482842,508822632,24,5.08823e+13,"01-01-2016",2019,2021-10-27 08:13:14,FALSE,"02-11-2008",5499,"MALEMORT OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","1",2019,32,2021-10-27 08:13:14,"PME",2019,"30 RUE DE LA HALLE","SOUILLAC",NA,"VISION PLUS",NA,NA,NA,"33 BD LOUIS JEAN MALVY 46200","  ",8635,"508822632","24","vision plus",0,0,1,0,1,NA,0,2021-10-01,"https://www.lecollectifdeslunetiers.fr/opticien/france/lot/opticien-souillac/souillac-malvy"
"219","50883977620","633","39500","Salins-les-Bains","Salins-les-Bains",11,"27","Bourgogne-Franche-Comté","39","500","Salins-les-Bains",2736,46.9478351925,5.89762240995,508839776,20,5.0884e+13,"12-07-2011",NA,2021-02-23 15:14:40,TRUE,"28-08-2008",5499,"SASC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,NA,NA,20,2020-09-08 04:07:52,"PME",2019,NA,"SALINS-LES-BAINS",NA,"IRIS OPTIQUE",NA,NA,"IRIS OPTIQUE","56 RUE DE LA REPUBLIQUE 39110","  ",5003,"508839776","20",NA,0,0,0,0,1,NA,1,2021-09-01,"https://irisoptique.site-solocal.com/"
"220","50904849229","514","71047","Bourbon-Lancy","Bourbon-Lancy",11,"27","Bourgogne-Franche-Comté","71","047","Bourbon-Lancy",5000,46.6204280383,3.76862021355,509048492,29,5.09048e+13,"01-10-2016",2019,2021-10-27 08:13:37,TRUE,"18-11-2008",1000,NA,NA,"OPTIQUE MAUPAS",NA,NA,"F","MORTIMORE","MAUPAS","GAELLE",NA,NA,NA,"GAELLE",NA,"47.78A",NA,NA,"1",2019,29,2021-10-27 08:13:37,"PME",2019,NA,"BOURBON-LANCY",NA,NA,NA,NA,NA,"13 B RUE D AUTUN 71140","  ",8585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","50998274011","523","64485","Saint-Jean-Pied-de-Port","Saint-Jean-Pied-de-Port",11,"75","Nouvelle-Aquitaine","64","485","Saint-Jean-Pied-de-Port",1850,43.1590812269,-1.23540759617,509982740,11,5.09983e+13,"02-01-2009",2019,2021-10-27 08:15:32,TRUE,"02-01-2009",5710,"BEGIENTZAT",NA,"OPTIQUE GARAZI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,11,2021-10-27 08:15:32,"PME",2019,NA,"SAINT-JEAN-PIED-DE-PORT",NA,"OPTIQUE GARAZI",NA,NA,NA,"1 AV REUD 64220","  ",8432,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","51001337811","518","65025","Argelès-Gazost","Argelès-Gazost",11,"76","Occitanie","65","025","Argelès-Gazost",3070,43.006001672,-0.0963626224791,510013378,11,5.10013e+13,"02-01-2009",2019,2021-10-27 08:15:36,TRUE,"02-01-2009",5499,"SARL DESPIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,11,2021-10-27 08:15:36,"PME",2019,NA,"ARGELES-GAZOST",NA,"OPTIC 2000",NA,NA,NA,"21 PL DU FOIRAIL 65400","  ",8603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","51122584913","668","22362","Tréguier","Tréguier",11,"53","Bretagne","22","362","Tréguier",2695,48.7850465816,-3.23178776538,511225849,13,5.11226e+13,"27-02-2009",NA,2018-02-13 04:14:30,TRUE,"27-02-2009",5499,"HBLP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,NA,NA,13,2018-02-13 04:14:30,"PME",2019,NA,"TREGUIER",NA,NA,NA,NA,NA,"2 RUE SAINT ANDRE 22220","  ",3789,"511225849","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","51130965022","552","88090","Charmes","Charmes",11,"44","Grand Est","88","090","Charmes",4742,48.3848071988,6.31788990054,511309650,22,5.1131e+13,"01-04-2010",2019,2021-10-27 08:17:39,TRUE,"12-03-2009",5499,"SIANA",NA,"FOVEA OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,22,2021-10-27 08:17:39,"PME",2019,"CENTRE COMMERCIAL","CHARMES",NA,NA,NA,NA,NA,"  JARDINS DE L HERMITAGE 88130","  ",7328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","51172536843","592","13053","Mallemort","Mallemort",11,"93","Provence-Alpes-Côte d'Azur","13","053","Mallemort",6132,43.7285832667,5.18297726548,511725368,43,5.11725e+13,"01-04-2021",NA,2021-09-13 08:37:40,TRUE,"08-04-2009",5499,"LARROCHE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","0",2019,43,2021-10-27 08:18:15,"PME",2019,NA,"MALLEMORT",NA,NA,NA,NA,NA," AV DE CRAPONNE 13370","  ",6132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","51183413732","657","67061","Bouxwiller","Bouxwiller",11,"44","Grand Est","67","061","Bouxwiller",4053,48.8172998086,7.46488021539,511834137,32,5.11834e+13,"14-05-2012",2019,2021-10-27 08:18:23,TRUE,"01-05-2009",5499,"Q.B. CONCEPT",NA,"OPTICIEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","1",2019,32,2021-10-27 08:18:23,"PME",2019,NA,"BOUXWILLER",NA,"BOUX'OPTIQUE",NA,NA,NA,"43  GRAND' RUE 67330","  ",4053,"511834137","32",NA,0,0,0,1,0,NA,0,2019-04-01,"https://www.facebook.com/boux.optique/"
"227","511959116100","520","73204","Le Pont-de-Beauvoisin","Le Pont-de-Beauvoisin",12,"84","Auvergne-Rhône-Alpes","73","204","Le Pont-de-Beauvoisin",2106,45.5356435604,5.68142349925,511959116,100,5.11959e+13,"23-11-2020",NA,2021-11-22 17:35:37,FALSE,"01-04-2009",5710,"RYSOPTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","12",2019,76,2021-11-22 17:37:31,"PME",2019,NA,"LE PONT-DE-BEAUVOISIN",NA,"OPTICAL CENTER",NA,NA,NA," LD LA BARONNIE 73330","  ",8467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","51202578420","541","57483","Morhange","Morhange",11,"44","Grand Est","57","483","Morhange",3527,48.9274404434,6.64219551497,512025784,20,5.12026e+13,"02-01-2012",2019,2021-10-27 08:18:41,FALSE,"15-04-2009",5499,"ETINCELLE",NA,"VISIOLYS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","3",2019,12,2021-10-27 08:18:40,"PME",2019,NA,"MORHANGE",NA,"VISIOLYS",NA,NA,NA,"21 PL DE LA REPUBLIQUE 57340","  ",7664,"512025784","20",NA,0,0,0,0,0,NA,0,2021-10-01,"http://www.visiolys.fr/"
"229","51218014222","480","27016","Les Andelys","Les Andelys",11,"28","Normandie","27","016","Les Andelys",8199,49.2459086784,1.42805086604,512180142,22,5.1218e+13,"08-02-2016",2019,2021-10-27 08:18:54,TRUE,"30-04-2009",5499,"SARL ENNEZEAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"1",2019,22,2021-10-27 08:18:54,"PME",2019,NA,"LES ANDELYS",NA,NA,NA,NA,NA,"11 RUE PIERRE CORNEILLE 27700","  ",9729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","51250403633","502","64493","Saint-Palais","Saint-Palais",11,"75","Nouvelle-Aquitaine","64","493","Saint-Palais",1906,43.3153764046,-1.0377471932,512504036,33,5.12504e+13,"08-07-2013",2019,2021-10-27 08:19:20,FALSE,"04-05-2009",5710,"OPTIQUE BARDOULAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"2",2019,25,2021-10-27 08:19:20,"PME",2019,NA,"SAINT-PALAIS",NA,"OPTIQUE AMIKUZE",NA,NA,NA,"8 PL CHARLES DE GAULLE 64120","  ",8846,"512504036","33",NA,1,1,0,0,0,NA,0,2015-09-01,NA
"231","51403052714","613","40197","Morcenx-la-Nouvelle","Morcenx-la-Nouvelle",11,"75","Nouvelle-Aquitaine","40","197","Morcenx-la-Nouvelle",5230,44.0410936254,-0.888623636398,514030527,14,5.14031e+13,"03-07-2009",2019,2021-10-27 08:21:36,TRUE,"03-07-2009",5710,"MATHIO",NA,"OPTIQUE CORRECTION AUDITIVE MATHIO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,14,2021-10-27 08:21:36,"PME",2019,"CENTRE COMMERCIAL LES GRANDS CAROLINS","MORCENX-LA-NOUVELLE",NA,"OPTIQUE  CORRECTION AUDITIVE MATHIO",NA,NA,NA," RTE DE MONT DE MARSAN 40110","  ",5560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","51980807513","609","47168","Miramont-de-Guyenne","Miramont-de-Guyenne",11,"75","Nouvelle-Aquitaine","47","168","Miramont-de-Guyenne",3259,44.5833450029,0.356429133423,519808075,13,5.19808e+13,"15-02-2010",NA,2019-11-14 14:00:40,TRUE,"15-02-2010",5499,"MIRAMONT OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"NN",NA,13,2017-05-20 12:41:38,"PME",2019,NA,"MIRAMONT-DE-GUYENNE",NA,"MIRAMONT OPTIQUE",NA,NA,NA,"20 RUE DU TEMPLE 47800","  ",5702,"519808075","13",NA,0,0,0,0,0,NA,0,2021-04-01,"https://www.miramont-optique.fr/"
"233","52042581048","496","64410","Mourenx","Mourenx",11,"75","Nouvelle-Aquitaine","64","410","Mourenx",6660,43.3740220656,-0.617464224458,520425810,48,5.20426e+13,"30-01-2012",2019,2021-10-27 08:27:36,FALSE,"15-02-2010",5710,"SOCIETE NOUVELLE MOURENX DISTRIBUTION","SN MODIS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.11F",NA,NA,"22",2019,30,2021-10-27 08:27:36,"PME",2019,"GAL MARCHANDE DE E LECLERC BOUTIQ 2","MOURENX",NA,"OPTIQUE E. LECLERC",NA,NA,NA," AV CHARLES MOUREU 64150","  ",8978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","52083411022","541","57483","Morhange","Morhange",11,"44","Grand Est","57","483","Morhange",3527,48.9274404434,6.64219551497,520834110,22,5.20834e+13,"15-02-2018",NA,2018-09-04 08:38:28,FALSE,"16-02-2010",5499,"SARL  LES GRANDS OPTICIENS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,"N","2",2019,14,2021-10-27 08:28:03,"PME",2019,NA,"MORHANGE",NA,NA,NA,NA,"LES GRANDS OPTICIENS"," RUE GEORGES POMPIDOU 57340","  ",7664,"520834110","22",NA,0,0,0,0,1,NA,1,2022-05-01,"http://www.lesgrandsopticiens.fr/index.php/mutuelles/"
"235","52182345015","492","83119","Saint-Tropez","Saint-Tropez",11,"93","Provence-Alpes-Côte d'Azur","83","119","Saint-Tropez",4439,43.262314383,6.66343039908,521823450,15,5.21823e+13,"01-04-2010",NA,2021-03-24 08:39:05,TRUE,"01-04-2010",5710,"LAUREEN OPTIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,NA,NA,15,2021-03-24 08:39:05,"PME",2019,NA,"SAINT-TROPEZ",NA,"LAUREEN OPTIC",NA,NA,NA,"9 BD LOUIS BLANC 83990","  ",9178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","52190718810","526","56010","Baud","Baud",11,"53","Bretagne","56","010","Baud",6454,47.8753982698,-3.03131524701,521907188,10,5.21907e+13,"01-04-2010",2018,2020-08-25 10:36:12,TRUE,"01-04-2010",5499,"OPTIQUE MICHARD BAUD","O.M.B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"0",2018,10,2020-08-25 10:36:12,"PME",2019,NA,"BAUD",NA,NA,NA,NA,NA,"11 PL LE SCIELLOUR 56150","  ",8247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","52197616710","597","57540","Phalsbourg","Phalsbourg",11,"44","Grand Est","57","540","Phalsbourg",4986,48.7666597988,7.26359977418,521976167,10,5.21976e+13,"01-05-2010",NA,2019-06-24 13:26:09,TRUE,"01-05-2010",5499,"CLAUDINE OPTIQUE",NA,"CLAUDINE OPTIQUE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"47.78A",NA,NA,"NN",NA,10,2020-07-09 10:14:52,"PME",2019,NA,"PHALSBOURG",NA,"OPTIC 2000",NA,NA,NA,"21 PL D'ARMES 57370","  ",6091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
